#,Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
787,Nazeel El MAshaer,فندق نزيل المشاعر الفندقية,Makkah,10006896,1-Star,Active,223254
788,company saja alghazza hotel,شركة سجى الغزة الفندقية,Makkah,10006873,1-Star,Active,16970
789,AL RABEH BILLA HODOUD Co,شركة الرابح بلا حدود للخدمات الفندقيه,Makkah,10006884,3-Star,Active,211546
790,alfanadiq alfaransiat alraabieat alfunduqia,فندق منازل الفرقان الرابع الفندقية,Makkah,10009529,1-Star,Active,231940
791,Furqan Al-Sani Homes,فندق منازل الفرقان الثاني الفندقية,Makkah,10009528,1-Star,Active,228015
792,Nour AlMask Hotel Services Company,شركة نور المسك للخدمات الفندقية,Makkah,10009575,1-Star,Active,242933
793,NAJMA ASEEL Hotel,فندق نجمة أسيل الفندقية,Makkah,10009572,1-Star,Active,291181
794,Manazel Al Maqam Hotel Services Company,شركة منازل المقام للخدمات الفندقيه شخص واحد,Makkah,10009571,1-Star,Active,232374
795,Company Maysan Alaziziyz hotel,شركة ميسان العزيزية الفندقية شخص واحد,Makkah,10009624,1-Star,Active,220429
796,Hindibaa Hotel,فندق الهندباء للضيافة السياحي,Makkah,10009612,1-Star,Active,255118
797,MEEZAB ALMUQARBIN HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10009564,1-Star,Active,291177
798,express co for hajj and omrah,فرع شركة اكسبرس للحج والعمرة,Makkah,10009563,1-Star,Active,221983
799,Company EL MASSE ZAKHER To operate hotels,شركة الماسه ذاخر لتشغيل الفنادق شركة شخص واحد,Makkah,10009632,1-Star,Active,239315
800,Mahwa Alfuad Hotel Company,شركة مهوى الفؤاد الفندقية,Makkah,10009644,1-Star,Active,289535
801,Sheraton Makkah Jabal Al Kaaba Hotel,شركة شيراتون مكة شركة شخص واحد,Makkah,10009788,4-Star,Active,218579
802,Kudi Tower Hotel 2,شركة كدي تاور للخدمات الفندقيه,Makkah,10009782,1-Star,Active,223290
803,Kian Al Raya Tourism Hospitality Company,شركة كيان الرايه للضيافة السياحي,Makkah,10009537,1-Star,Active,221617
804,ALHEDYA HOTEL,فندق الهداية الكبرى الفندقية,Makkah,10009533,1-Star,Active,234972
805,Al Noor Place Hotel for Tourism and Hospitality,فندق مكان النور للضيافة السياحي,Makkah,10009532,1-Star,Active,239361
806,LULUAT almisk hotel,شركة لؤلؤة المسك الفندقية,Makkah,10009585,1-Star,Active,250234
807,Wafaq Al Mashaer Hotel Company for Tourism Hospita,شركة فندق وفاق المشاعر للضيافة السياحي,Makkah,10009584,1-Star,Active,239437
808,Arafat Gold Company,شركة عرفات الذهبية,Makkah,10009581,1-Star,Active,221221
809,Ladan Silver Hotel,شركة قطوف الضيافة للايواء السياحي,Makkah,10009579,1-Star,Active,230823
810,HOTEL NOZOL ALNASSIM,فندق نزل النسيم الفندقية,Makkah,10009578,1-Star,Active,291478
811,hotel al sanabel al dhahbia,فندق السنابل الذهبية اثنين للخدمات الفندقيه,Makkah,10009603,1-Star,Active,288535
812,Rowad Asfour Wahid Hotel,فندق رواد عصفور واحد الفندقية,Makkah,10009601,1-Star,Active,271758
813,ORVANA Zakher Hotel,شركة أورفانا,Makkah,10009598,1-Star,Active,234537
814,aldyafah alasryah,شركة الضيافة العصرية الفندقية,Makkah,10009609,1-Star,Active,241443
815,Jawaher Al Bait Hotel for  tourist Accommo,فندق جواهر البيت للايواء السياحي,Makkah,10009608,1-Star,Active,218372
816,Ayan Al-Maabda Hotel,فندق أعيان المعابدة,Makkah,10009607,1-Star,Active,242833
817,KAYAN ALAMJAD EST,مؤسسة كيان الامجاد,Makkah,10009482,Unclassified/Other,Active,293355
818,aanwar almnarat alzahbya hotel,فندق أنوار المنارات الذهبية الفندقية,Makkah,10009702,1-Star,Active,292275
819,ANWAR AL WADI HOTEL,فندق انوار الوادي الفندقية,Makkah,10009713,1-Star,Active,289697
820,Saad Palace Hotel Establishment,مؤسسة قصر سعاد الفندقية,Makkah,10009756,1-Star,Active,258857
821,safat hotel,فندق صافات للخدمات الفندقيه,Makkah,10009470,1-Star,Active,239440
822,Kauthar Hospitality Company for Hotel Services,شركة كوثر الضيافه للخدمات الفندقية شخص واحد,Makkah,10009631,1-Star,Active,248513
823,sawaeid alealamia co,شركة سواعد العالمية لتشغيل الفنادق,Makkah,10009524,1-Star,Active,230805
824,pride and joy,شركة برايد اند جوي العربية للمقاولات شركة شخص واحد,Makkah,10009523,1-Star,Active,293135
825,ALKHULAFAA ALFYSALIYAH HOTEL,فندق الخلفاء الفيصلية الفندقية,Makkah,10009463,1-Star,Active,240177
826,Akalil Tourism Hospitality Company,شركة أكاليل للضيافة السياحي,Makkah,10009456,1-Star,Active,287775
827,funduq rawdat alsharieat alfunduqia,فندق روضة الشريعة الفندقية,Makkah,10009461,1-Star,Active,217955
828,Saraya Al Mahbas Hotel,فندق سرايا المحبس الفندقية,Makkah,10009541,1-Star,Active,218611
829,Osoul Al Jawhara Hotel Company,شركة أصول الجوهره الفندقية,Makkah,10009595,1-Star,Active,289698
830,taj alirtifa Company,شركة تاج الارتفاع,Makkah,10009590,1-Star,Active,213856
831,SRUH ALMAQAM REAL ESTATE,شركة صروح المقام للتطوير والاستثمار العقاري,Makkah,10009587,Unclassified/Other,Active,239255
832,MANAR ALMINA HOTEL,فندق منارة المنى للايواء السياحي,Makkah,10009639,1-Star,Active,221118
833,Alaa Company Limited,شركة العلاء المحدودة,Makkah,10009282,1-Star,Active,293890
834,Hareth Mohammed Saleh Bahareth Hotel,فندق حارث محمد صالح باحارث الفندقية,Makkah,10009281,1-Star,Active,218793
835,PLUE PEARL HOTEL,فندق اللؤلؤة الزرقاء الفندقية,Makkah,10009279,1-Star,Active,239776
836,Alusol almasyah Tourism Hospitality comp,شركة الأصول الماسية للضيافة السياحي,Makkah,10009277,1-Star,Active,254538
837,Faisal Al Safwa Hotel,فندق فيصل الصفوة الفندقية,Makkah,10008815,1-Star,Active,288875
838,shba allmassi,شركة شبا الماسي الفندقية,Makkah,10009268,1-Star,Active,1845
839,Taaj Alzahabiyah Hotel,فندق تاج الذهبية الفندقية,Makkah,10009267,1-Star,Active,288716
840,ares hotels,شركة اريس المشاعر لتشغيل الفنادق,Makkah,10008895,1-Star,Active,221977
841,Jawaher Al Hashimiya Hotel for Tourist Accommodati,فندق جواهر الهاشمية للايواء السياحي,Makkah,10008889,1-Star,Active,239210
842,Alyaser Royal Hotel,فندق اليسر رويال الفندقية,Makkah,10008885,1-Star,Active,197446
843,diwan alnuzha services apartments,شقق ديوان النزهة للشقق المخدومة,Makkah,10008879,2-Star,Active,218458
844,Nada Al Hijra Hospitality Tourist Hotel,فندق ندى الهجرة للضيافة السياحي,Makkah,10008863,1-Star,Active,241408
845,ifah Company Limited,شركة إيفاه المحدودة,Makkah,10008704,1-Star,Active,250263
846,Orooq Al-Thahab Al Makkiah,فندق عروق الذهب المكية,Makkah,10008695,1-Star,Active,254921
847,Courtyard By Marriott Makkah,شركة كورت يارد باي ماريوت كدي الفندقية,Makkah,10008693,4-Star,Active,273
848,MANARAH ALEMAN HOTEL,فندق منارة الايمان للايواء السياحي,Makkah,10008679,1-Star,Active,220358
849,Aseel Al-Mask Hotel Company,شركة اصيل المسك الفندقية,Makkah,10008678,1-Star,Active,239211
850,seventh square hotel,فندق المربع السابع للايواء السياحي,Makkah,10008673,1-Star,Active,240188
851,Company AL-RUWABET AL-MUTAGAMLA for hospitality to,شركة الروابط المتكاملة للضيافة السياحي شخص واحد,Makkah,10008654,1-Star,Active,254515
852,MEEZAB JARWAL HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10008652,1-Star,Active,244315
853,MEEZAB ALBIBAN HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10008651,1-Star,Active,244355
854,luluuh alzarqa hotel,فندق لؤلؤه الزرقاء للايواء السياحي,Makkah,10008649,1-Star,Active,219853
855,funduq hadiqat alruwz alfunduqia,فندق حديقة الروز الفندقية,Makkah,10008862,1-Star,Active,241133
856,Rawaa Al Shamoukh Hotel Company for Tourism Hospit,شركة فندق روعة الشموخ للضيافة السياحي,Makkah,10009674,1-Star,Active,239209
857,Hotel DORRA ALJAWHARA for hospitality tourism,فندق درة الجوهرة للضيافة السياحي,Makkah,10009671,1-Star,Active,271817
858,company maysan alsafa hotel,شركة ميسان الصفا الفندقية شخص واحد,Makkah,10009670,1-Star,Active,219386
859,Nukhbah Hotel,فندق نخبة الجوار الفندقية شخص واحد,Makkah,10009680,1-Star,Active,217965
860,Zad Al Majd Hotel,فندق زاد المجد الفندقية,Makkah,10009730,1-Star,Active,241995
861,Lulua Mechaar Hospitality Tourism,شركة لؤلؤة المشاعر للايواء السياحي,Makkah,10009724,1-Star,Active,259455
862,zahert alforsan hotel,شركة زهرة الفرسان الفندقية,Makkah,10009722,1-Star,Active,223336
863,SHURAKAA AL KHAIR AJYAD HOTEL,فندق شركاء الخير اجياد للضيافة السياحي,Makkah,10009750,1-Star,Active,232406
864,maidan al bait,شركة ميدان البيت الفندقية شخص واحد,Makkah,10009770,1-Star,Active,221816
865,Karam Al Mashaer Hotel,فندق كرم المشاعر للخدمات الفندقيه,Makkah,10009765,1-Star,Active,294435
866,Cent AlKhair Hotel,فندق سنت الخير الفندقية,Makkah,10008630,1-Star,Active,241142
867,Atheer Al Mashaer Hotel for Distinctive Tourism Ho,فندق أثير المشاعر المتميزة للضيافة السياحي,Makkah,10008627,1-Star,Active,237450
868,nasamatalyaqin,فندق نسمات اليقين للايواء السياحي,Makkah,10008611,1-Star,Active,225236
869,MANAR ALTAWHID TWO,فندق منار التوحيد اثنين الفندقية,Makkah,10008598,1-Star,Active,218492
870,Hotal Kinan Alzizia,فندق كنان العزيزية للايواء السياحي,Makkah,10008597,1-Star,Active,254615
871,zwar albait hotel,فندق زوار البيت,Makkah,10008588,3-Star,Active,221990
872,company maysan aljanubiah hotel,شركة ميسان الجنوبية الفندقية شخص واحد,Makkah,10008584,1-Star,Active,220480
873,Durrat Asmaa Hotel,درة أسماء الفندقية,Makkah,10009712,1-Star,Active,255529
874,JAWHARET AL MAHABA HOTEL,فندق جوهرة المحبة الفندقية,Makkah,10009764,1-Star,Active,259356
875,Al Naseem Al Sahla Hotel for Hotel Services,فندق النسيم السهلة للخدمات الفندقيه,Makkah,10009759,1-Star,Active,244437
876,Al azhar Almasi Hotel,فندق الازهر الماسي الفندقية,Makkah,10009758,1-Star,Active,218578
877,Salah Tower Hotel,فندق برج صلاح,Makkah,10009757,1-Star,Active,259335
878,ATYAF alkhayr almasiya,شركة أطياف الخير الماسية,Makkah,10009708,1-Star,Active,221918
879,Hotel AALI AL-HAJJAZ Hotel,فندق أعالي الحجاز الفندقية,Makkah,10009692,1-Star,Active,221014
880,Anwar Al-Mask Hotel Services Company,شركة انوار المسك للخدمات الفندقية,Makkah,10009691,1-Star,Active,239335
881,Al Yasmine Pioneer Property Management Company is,شركة الياسمين الرائدة لادارة الأملاك شركة شخص واحد,Makkah,10009746,1-Star,Active,288675
882,"Rehab Al Maqam Hotel Services Company, one person",شركة رحاب المقام للخدمات الفندقيه شخص واحد,Makkah,10009744,1-Star,Active,237078
883,Rawabi Al Shorouk Hotel,فندق روابى الشروق الفندقية,Makkah,10009740,1-Star,Active,244597
884,alanwar almohammadyah,شركة رحاب البركة المحدودة,Makkah,10009088,1-Star,Active,254521
885,Mathaba Al Tayseer Hotel for Hotel Services,فندق مثابة التيسير للخدمات الفندقيه,Makkah,10009429,1-Star,Active,242823
886,sama alshaair hotels operation company,شركة سما الشعائر لتشغيل الفنادق,Makkah,10009424,1-Star,Active,239399
887,Mohammed Bin Faleh AlJabri Hotel Company,شركة محمد بن فالح الجابرى الفندقية,Makkah,10009423,1-Star,Active,250237
888,Hotel MSAKEN AL-HAJJAZ AL-DHAHBIA,فندق مساكن الحجاز الذهبية الفندقية,Makkah,10009419,1-Star,Active,254
889,JAEHART ALSHURUQ HOTEL,فندق جوهرة الشروق الفندقية,Makkah,10009410,1-Star,Active,274203
890,Silver Tulip Hotel,فندق التولب الفضي للخدمات الفندقية,Makkah,10009409,1-Star,Active,241157
891,Kyan Al Dana Hotel,فندق كيان الدانه الفندقية,Makkah,10009407,1-Star,Active,221003
892,Tara Company Hotel,شركة تارا,Makkah,10008955,1-Star,Active,105309
893,Al Hijaz Oasis Hotel for Hotel Services,فندق واحة الحجاز للخدمات الفندقيه,Makkah,10009403,1-Star,Active,254522
894,Almasah AlMashair Hotel Operation Company,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10009402,1-Star,Active,255135
895,"Adwaa Manazel Al-Karam Hotel Services Company, one",شركة أضواء منازل الكرام للخدمات الفندقيه شخص واحد,Makkah,10009399,1-Star,Active,271461
896,Aknan Al Safa Hotel Company,شركة اكنان الصفا الفندقية,Makkah,10009393,1-Star,Active,219583
897,afaaq almeouaya Hotel for Tourism Hospitality,فندق افاق المئوية للضيافة السياحي,Makkah,10009392,1-Star,Active,222055
898,Atheer Al-Mashaer Distinguished Company is a one-p,شركة أثير المشاعر المتميزة التجارية شركة شخص واحد,Makkah,10008950,1-Star,Active,246596
899,Jawharat Al-Hijrah Hotel,فندق جوهرة الهجرة الفندقية,Makkah,10009390,1-Star,Active,220260
900,Ayman Al-Hijrah Hotel,فندق أيمن الهجرة الفندقية,Makkah,10008910,1-Star,Active,219058
901,Anwar Al-Salah Company Limited,شركة انوار الصلاح المحدودة شخص واحد,Makkah,10009260,1-Star,Active,220159
902,MASAR ALMISK HOTEL,شركة واحة المسك للخدمات الفندقية,Makkah,10009259,1-Star,Active,222726
903,manazel altalaayie hotel,شركة منازل الطلائع للشقق المخدومة,Makkah,10009255,2-Star,Active,255056
904,MIRA AJYAD HOTEL,فندق ميره أجياد الفندقية,Makkah,10009254,1-Star,Active,218529
