Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
Shatha Abdulrahman Abdulrahim Al-Harthi Hotel Mana,مؤسسة شذى عبدالرحمن عبدالرحيم الحارثي لتشغيل الفنادق,Makkah,10012328,Unclassified/Other,Active,298776
alqawafil Company Global lilmuqawalat shakhs wahid,شركة القوافل العالمية للمقاولات شخص واحد,Makkah,10012339,Unclassified/Other,Active,298135
ramak alsafwah Hostel,نزل رمك الصفوة,Makkah,10012327,Unclassified/Other,Active,298535
Moro Company Global lilshqq walfanadiq sharikat sh,شركة مورو العالمية للشقق والفنادق شركة شخص واحد,Makkah,10012326,Unclassified/Other,Active,298215
Saada Ajiyad Hotel,فندق سعداء أجياد,Makkah,10012325,1-Star,Active,298395
Saleh Saeed Al-Ghamdi Foundation,مؤسسة صالح سعيد علي الغامدي لمواد البناء,Makkah,10012324,Unclassified/Other,Active,298175
Bright Daffodils Company,شركة برايت دافوديلز,Makkah,10012322,Unclassified/Other,Active,297875
Nama Alsharq Establishment Hotel,مؤسسة نما الشرق الفندقية,Makkah,10012321,Unclassified/Other,Active,299696
Melidon Establishment,مؤسسة ميليدون,Makkah,10012323,Unclassified/Other,Active,298995
Miyar wa Mirna Company,شركة ميار وميرنا,Makkah,10012494,Unclassified/Other,Active,299746
Yousef  Mohammed  Yahya Al-Battah Al-Ahdal,مؤسسة يوسف بن محمد بن يحيى البطاح الاهدل التجارية,Makkah,10012493,Unclassified/Other,Active,299757
Wadam Alaziziyah Wahid Hostel,نزل ودام العزيزية واحد,Makkah,10012492,Unclassified/Other,Active,300477
Al Maha Tower Hotel For Hotel Services,فندق المها تاور للخدمات الفندقيه,Makkah,10012491,Unclassified/Other,Active,299739
shaly resedence14,شقق شالي ريزيدنس للشقق المخدومة,Makkah,10012488,Unclassified/Other,Active,299628
Nibras alunwan Company For Trading,شركة نبراس العنوان للتجارة,Makkah,10012487,Unclassified/Other,Active,299396
layla hasan alqashmari Company Commercial,شركة ليلى حاسن القشمري التجارية,Makkah,10012486,Unclassified/Other,Active,299749
ABDULSHAKUR MOHAMMEDNAYAZ NIYAZI Hostel,نزل عبدالشكور بن محمدنياز نيازي,Makkah,10012485,Unclassified/Other,Active,299802
makhayyam rafadah Company Ltd,شركة مخيم رفادة المحدودة شركة شخص واحد,Makkah,10012484,Unclassified/Other,Active,299367
SUL10 Company,شركة سول10,Makkah,10012483,Unclassified/Other,Active,299617
alHidayah alKubra Hotel 6,فندق الهداية الكبرى الفندقية,Makkah,10012121,Unclassified/Other,Active,295475
alHidayah alKubra Hotel 4,فندق الهداية الكبرى الفندقية,Makkah,10012120,Unclassified/Other,Active,294600
OSAMA ABDULLAH BAWAZIR Establishment Commercial,مؤسسة اسامه بن عبدالله باوزير التجارية,Makkah,10012119,Unclassified/Other,Active,295555
MAHIR GHAZI HINDI Establishment,مؤسسة ماهر غازى هندى,Makkah,10012108,Unclassified/Other,Active,294655
MOHAMMED AWWAD AL SHERBI Establishment Commercial,مؤسسة محمد عواض الشربي التجارية,Makkah,10012116,Unclassified/Other,Active,294915
"Shali Residence, Bathaa Quraish 9",شقق شالي ريزيدنس للشقق المخدومة,Makkah,10012112,Unclassified/Other,Active,297755
Shali Residence Al Aziziyah 14,شقق شالي ريزيدنس للشقق المخدومة,Makkah,10012111,Unclassified/Other,Active,298056
Said bin Muhammad Umar Ba Naimeh alWaq,مؤسسة سعيد بن محمد عمر با ناعمه الوقفية,Makkah,10012110,Unclassified/Other,Active,299251
Noor AlSalam AlMuttahida Company Commercial,شركة نور السلام المتحدة التجارية,Makkah,10012109,Unclassified/Other,Active,294601
tasnim Co,شركة تسنم للمقاولات العامة شركة شخص واحد,Makkah,10012203,Unclassified/Other,Active,296119
Sanaa Silver Hotel,فندق سناء الفضي الفندقية,Makkah,10007286,1-Star,Active,228035
Arkan Al Safa Hotel,فندق أركان الصفا الفندقية,Makkah,10007273,1-Star,Active,255020
Suleiman Musa Hamad AlOlayan ROYAL Hotel,فندق سليمان موسى حمد العليان الفندقية,Makkah,10006752,1-Star,Active,250207
Dar Areeb,شركة دار اريب الفندقية,Makkah,10006729,2-Star,Active,199699
burhan al tijarah Company Ltd.,شركة برهان التجارة المحدودة,Makkah,10012201,Unclassified/Other,Active,296118
burhan al tijarah Company Ltd.,شركة برهان التجارة المحدودة,Makkah,10012200,Unclassified/Other,Active,298975
sas wanama Establishment For logistics,مؤسسة ساس ونماء للخدمات اللوجستية,Makkah,10012199,Unclassified/Other,Active,296116
Munir bin Khalil Ahmed bin Akbar Saeed Trading Est,محل منير بن خليل احمد بن اكبرعلي سعيد للتجارة,Makkah,10012198,Unclassified/Other,Active,296855
makhayyam rafadah Company Ltd,شركة مخيم رفادة المحدودة شركة شخص واحد,Makkah,10011653,Unclassified/Other,Active,293375
NOZOL ZAHRAT KHUDAYRA ALSIYAHIA,مؤسسة زهرة خضيراء للمقاولات عامة,Makkah,10011652,Unclassified/Other,Active,292587
Company Mazaya Roufan,شركة مزايا روفان,Makkah,10011651,Unclassified/Other,Active,292583
ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10011650,Unclassified/Other,Active,294036
ABDULAZIZ SUHAIL ALGHAMDI Company,شركة عبدالعزيز سهيل الغامدي,Makkah,10011649,Unclassified/Other,Active,293916
MEEZAB ALHUDA HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10011698,1-Star,Active,296123
amina bibi muhammad husayn khan charitable trust,وقف امينة بيبي محمد حسين خان,Makkah,10011695,Unclassified/Other,Active,293520
alnizar Shop For Trading,محل النزار للتجارة,Makkah,10011694,Unclassified/Other,Active,292588
nujum alkhayrat alfadiah Hostel For tourist lodges,نزل نجوم الخيرات الفضيه للنزل السياحيه,Madinah,10011693,Unclassified/Other,Active,293716
dar ramzi lilnuzul alsiyahiya almuaqata Company,شركة دار رمزي للنزل السياحية المؤقتة,Makkah,10011692,Unclassified/Other,Active,292581
ALQASSWA For Travel And Tourism Company,شركة القصواء للسفر و السياحة,Makkah,10010923,1-Star,Active,287696
Wardat Alsalah Hotel,فندق وردة الصلاح للايواء السياحي,Makkah,10010921,1-Star,Active,287535
Abraj Shahd Hostel Services Company,شركة ابراج شهد للخدمات الفندقية,Madinah,10010920,Unclassified/Other,Active,287617
Yaqeen Management Est for Hotel Operation,مؤسسة يقين للادارة لتشغيل الفنادق,Makkah,10010919,Unclassified/Other,Active,288455
fara shirka aksbiris Company For Hajj and Umrah,شركة فرع شركة اكسبرس للحج والعمرة,Makkah,10012087,Unclassified/Other,Active,294535
HANE MESFER H ALQARASHI,مؤسسة هاني مسفر حسن القرشي للمقاولات المعمارية العامة,Makkah,10012086,Unclassified/Other,Active,294555
HANE MESFER H ALQARASHI,مؤسسة هاني مسفر حسن القرشي للمقاولات المعمارية العامة,Makkah,10012085,Unclassified/Other,Active,294324
saleh hamzah qashlan est,مؤسسة صالح حمزه قشلان,Makkah,10012084,Unclassified/Other,Active,297375
tilal alghadir Company,شركة تلال الغدير,Makkah,10012083,1-Star,Active,299461
AHMAD ABDULLAH S MRHOMI Establishment,مؤسسة احمد بن عبدالله بن صالح مرحومي,Makkah,10012082,Unclassified/Other,Active,295215
saraya altawhid Hostel,نزل سرايا التوحيد,Makkah,10012202,Unclassified/Other,Active,296375
awtar alfn Company To operate hotels,شركة أوتار الفن لتشغيل الفنادق,Makkah,10012194,Unclassified/Other,Active,295236
Rawabi Alhijaz Almbashour Restaurant For Meals,مطعم روابي الحجاز المبشور لتقديم الوجبات,Makkah,10012193,Unclassified/Other,Active,295755
aemar riadat almustaqbal Establishment,مؤسسة اعمار ريادة المستقبل,Makkah,10012192,Unclassified/Other,Active,295656
Rawaih AlMisk Establishment To operate hotels,مؤسسة روائح المسك لتشغيل الفنادق,Makkah,10012191,Unclassified/Other,Active,296124
alkhaymah Company To operate hotels,شركة الخيمة لتشغيل الفنادق,Makkah,10012190,Unclassified/Other,Active,295595
NOZOL BATOOL FADE,نزل البتول الفضي للضيافة السياحي,Madinah,10012189,Unclassified/Other,Active,302035
asmak albasmah Company,شركة أسماك البسمة,Makkah,10012188,Unclassified/Other,Active,295476
Jawharat AlSabbagh Hotel Hotel,فندق جوهرة الصباغ الفندقية,Makkah,10012186,Unclassified/Other,Active,295675
funduq ajwad alssalam Company Hotel,شركة فندق اجواد السلام الفندقية,Makkah,10012185,Unclassified/Other,Active,295596
Durat Alahbab Hotel for Hotel services,فندق درة الاحباب للخدمات الفندقية,Makkah,10012196,Unclassified/Other,Active,296315
Talal Al Naseem Establishment,مؤسسة تلال النسيم,Makkah,10012278,Unclassified/Other,Active,297235
Talal Al Naseem Establishment,مؤسسة تلال النسيم,Makkah,10012277,Unclassified/Other,Active,297196
ABDULLAH MOHAMMED ALQAHTANI Company,شركة عبدالله محمد القحطاني,Makkah,10012276,Unclassified/Other,Active,297236
World of Life Hotel Operation Company (one person),شركة عالم الحياة لتشغيل الفنادق شخص واحد,Makkah,10012275,Unclassified/Other,Active,297395
Rakeezat AlBunya Establishment For Contracting,مؤسسة ركيزة البنية للمقاولات,Makkah,10012274,Unclassified/Other,Active,297356
manazil luluat alhijaz Hotel,فندق منازل لؤلؤة الحجاز,Makkah,10012273,Unclassified/Other,Active,297436
alriyada aldaima Establishment For Contracting,مؤسسة الريادة الدائمة للمقاولات,Makkah,10012272,Unclassified/Other,Active,297735
Rayn alQimmah Establishment For Hotel Services,مؤسسة راين القمة للخدمات الفندقيه,Makkah,10012271,Unclassified/Other,Active,299055
jawhara kunuz Company Commercial,شركة جوهرة كنوز التجارية,Makkah,10012307,Unclassified/Other,Active,298195
HASSAN AHMED BIN SALMAN Establishment,مؤسسة حسن بن احمد بن سلمان,Makkah,10011691,Unclassified/Other,Active,293150
AlAmana AlTaawuniya Company For Trading,شركة الأمانة التعاونية للتجارة,Madinah,10011688,Unclassified/Other,Active,292675
ABDULELAH ALI ALHAZMI Establishment Commercial,مؤسسة عبدالاله بن علي الحازمي التجارية,Makkah,10011687,Unclassified/Other,Active,293479
CASABLANCA HOTEL CO,شركة فندق الدار البيضاء,Makkah,10011686,1-Star,Active,293926
shrkh khald abdh alasyry lltshghyl walsyanh,شركة خالد عبده بن محمد العسيري للتشغيل والصيانة,Makkah,10011685,Unclassified/Other,Active,292595
alruwad Establishment For Tourism,مؤسسة الرواد للسياحة,Makkah,10011684,Unclassified/Other,Active,292339
SAMAR MOHAMMED ASHOOR Establishment,مؤسسة سمر محمد عاشور,Makkah,10011683,Unclassified/Other,Active,293395
EMAAR MILLION Company Ltd.,شركة إعمار مليون المحدودة,Makkah,10011682,Unclassified/Other,Active,292655
Hostil Atif,شركة عاطف عبدالقادر عبدالله عبدالقادر للتطوير والاستثمار العقاري شخص واحد,Makkah,10011795,Unclassified/Other,Active,293138
mada alnaseem Company Commercial,شركة مدى النسيم التجارية,Makkah,10011794,Unclassified/Other,Active,293141
Alhayat Alalami Hotel Company,شركة الحياة العالمي الفندقية,Madinah,10010902,1-Star,Active,275162
Guan Linshang Contracting Company,شركة جوان لينشانج للمقاولات,Makkah,10010901,1-Star,Active,278078
dar almashair alawla Company Ltd.,شركة دار المشاعر الأولى المحدودة,Makkah,10011603,Unclassified/Other,Active,291861
Sdanat Albarakah Hotel Hotel,فندق سدانة البركة الفندقية,Makkah,10011601,Unclassified/Other,Active,292156
Diyafat alBayt Company,شركة ضيافة البيت,Makkah,10011600,Unclassified/Other,Active,291963
BILAL ALTWIGRY,مؤسسة بلال عبدالله عبدالعزيز التويجري للتجارة,Makkah,10011598,Unclassified/Other,Active,291984
ABDULLAH MOHAMMED ALQAHTANI Company,شركة عبدالله محمد القحطاني,Makkah,10011597,Unclassified/Other,Active,291996
Zad AlSafa Hotel Hotel Establishment,مؤسسة فندق زاد الصفا الفندقية,Makkah,10011596,1-Star,Active,295155
Idris Abdulrahim Fatani Endowment,وقف ادريس عبدالرحيم فطاني الوقفية,Makkah,10011595,Unclassified/Other,Active,292615
Hotel for hospitality tourism,فندق الواحة الماسية للضيافة السياحي,Makkah,10011594,1-Star,Active,293497
hayat bark almadina Establishment,مؤسسة حياة بارك المدينة,Madinah,10012184,1-Star,Active,297695
abdullah awad alsamali Establishment,مؤسسة عبدالله عوض الصاملي,Makkah,10012236,Unclassified/Other,Active,299115
Velvet Inn Company,شركة فيلفيت إن,Makkah,10012235,1-Star,Active,296875
Zairi alBayt Hostel,نزل زائري البيت,Makkah,10012234,Unclassified/Other,Active,297115
